"","genenames"
"1301","ACBD6"
"1302","XPR1"
"1303","KIAA1614"
"1304","KIAA1614-AS1"
"1305","STX6"
"1306","MR1"
"1307","IER5"
"1308","GLUL"
"1309","RNASEL"
"1310","RGS16"
"1311","NPL"
"1312","DHX9"
"1313","LAMC1"
"1314","SMG7"
"1315","NCF2"
"1316","ARPC5"
"1317","RGL1"
"1318","COLGALT2"
"1319","TSEN15"
"1320","C1orf21"
"1321","EDEM3"
"1322","FAM129A"
"1323","RNF2"
"1324","TRMT1L"
"1325","SWT1"
"1326","IVNS1ABP"
"1327","TPR"
"1328","C1orf27"
"1329","PTGS2"
"1330","PLA2G4A"
"1331","LINC01037"
"1332","RP11-445P19.3"
"1333","RGS18"
"1334","RGS1"
"1335","RGS2"
"1336","UCHL5"
"1337","TROVE2"
"1338","RP11-101E13.5"
"1339","GLRX2"
"1340","CDC73"
"1341","B3GALT2"
"1342","RP11-476B1.1"
"1343","CFH"
"1344","ASPM"
"1345","ZBTB41"
"1346","CRB1"
"1347","DENND1B"
"1348","C1orf53"
"1349","NEK7"
"1350","RP11-553K8.2"
"1351","PTPRC"
"1352","MIR181A1HG"
"1353","ZNF281"
"1354","KIF14"
"1355","DDX59"
"1356","RP11-92G12.3"
"1357","CAMSAP2"
"1358","KIF21B"
"1359","TMEM9"
"1360","PHLDA3"
"1361","CSRP1"
"1362","RP11-134G8.7"
"1363","RP11-134G8.5"
"1364","NAV1"
"1365","IPO9-AS1"
"1366","IPO9"
"1367","SHISA4"
"1368","TIMM17A"
"1369","RNPEP"
"1370","ELF3"
"1371","ARL8A"
"1372","PTPN7"
"1373","LGR6"
"1374","UBE2T"
"1375","PPP1R12B"
"1376","RP11-569A11.1"
"1377","KDM5B"
"1378","PCAT6"
"1379","RABIF"
"1380","KLHL12"
"1381","ADIPOR1"
"1382","CYB5R1"
"1383","TMEM183A"
"1384","PPFIA4"
"1385","ADORA1"
"1386","LINC01353"
"1387","LINC01136"
"1388","BTG2"
"1389","ATP2B4"
"1390","LAX1"
"1391","ZC3H11A"
"1392","ZBED6"
"1393","SNRPE"
"1394","SOX13"
"1395","ETNK2"
"1396","GOLT1A"
"1397","PPP1R15B"
"1398","PIK3C2B"
"1399","MDM4"
"1400","RP11-430C7.4"
"1401","LRRN2"
"1402","RP11-430C7.5"
"1403","TMEM81"
"1404","RBBP5"
"1405","DSTYK"
"1406","TMCC2"
"1407","NUAK2"
"1408","CDK18"
"1409","MFSD4"
"1410","ELK4"
"1411","SLC45A3"
"1412","NUCKS1"
"1413","RAB29"
"1414","SLC41A1"
"1415","PM20D1"
"1416","RAB7B"
"1417","CTSE"
"1418","C1orf186"
"1419","FAM72A"
"1420","SRGAP2"
"1421","IKBKE"
"1422","RASSF5"
"1423","EIF2D"
"1424","DYRK3"
"1425","MAPKAPK2"
"1426","IL10"
"1427","IL24"
"1428","FCMR"
"1429","PFKFB2"
"1430","YOD1"
"1431","CD55"
"1432","CR2"
"1433","CR1"
"1434","CR1L"
"1435","CD46"
"1436","C1orf132"
"1437","CD34"
"1438","PLXNA2"
"1439","LAMB3"
"1440","RP1-28O10.1"
"1441","G0S2"
"1442","TRAF3IP3"
"1443","C1orf74"
"1444","IRF6"
"1445","DIEXF"
"1446","HHAT"
"1447","RCOR3"
"1448","TRAF5"
"1449","LINC00467"
"1450","SLC30A1"
"1451","NEK2"
"1452","LPGAT1"
"1453","INTS7"
"1454","DTL"
"1455","PPP2R5A"
"1456","RP11-384C4.7"
"1457","TMEM206"
"1458","NENF"
"1459","RP11-61J19.5"
"1460","ATF3"
"1461","BATF3"
"1462","NSL1"
"1463","TATDN3"
"1464","FLVCR1-AS1"
"1465","FLVCR1"
"1466","VASH2"
"1467","ANGEL2"
"1468","RPS6KC1"
"1469","SMYD2"
"1470","PTPN14"
"1471","CENPF"
"1472","KCTD3"
"1473","GPATCH2"
"1474","RRP15"
"1475","LYPLAL1-AS1"
"1476","LYPLAL1"
"1477","RP11-392O17.2"
"1478","EPRS"
"1479","BPNT1"
"1480","IARS2"
"1481","RAB3GAP2"
"1482","C1orf115"
"1483","MARC2"
"1484","MARC1"
"1485","RNU6ATAC35P"
"1486","HLX"
"1487","DUSP10"
"1488","RP11-815M8.1"
"1489","RP11-378J18.9"
"1490","TAF1A"
"1491","TAF1A-AS1"
"1492","MIA3"
"1493","RP11-378J18.8"
"1494","AIDA"
"1495","BROX"
"1496","FAM177B"
"1497","RP11-452F19.3"
"1498","DISP1"
"1499","TLR5"
"1500","SUSD4"
"1501","CAPN2"
"1502","TP53BP2"
"1503","FBXO28"
"1504","DEGS1"
"1505","NVL"
"1506","CNIH4"
"1507","WDR26"
"1508","CNIH3"
"1509","DNAH14"
"1510","LBR"
"1511","ENAH"
"1512","SRP9"
"1513","EPHX1"
"1514","RP11-285F7.2"
"1515","TMEM63A"
"1516","PYCR2"
"1517","SDE2"
"1518","RP11-396C23.4"
"1519","H3F3A"
"1520","ACBD3"
"1521","MIXL1"
"1522","LIN9"
"1523","PARP1"
"1524","ITPKB"
"1525","ITPKB-AS1"
"1526","PSEN2"
"1527","ADCK3"
"1528","CDC42BPA"
"1529","CTD-2090I13.1"
"1530","ZNF678"
"1531","SNAP47"
"1532","JMJD4"
"1533","ARF1"
"1534","C1orf35"
"1535","MRPL55"
"1536","GUK1"
"1537","IBA57-AS1"
"1538","IBA57"
"1539","C1orf145"
"1540","OBSCN"
"1541","TRIM11"
"1542","HIST3H2A"
"1543","HIST3H2BB"
"1544","RNF187"
"1545","RHOU"
"1546","RAB4A"
"1547","RP4-803J11.2"
"1548","CCSAP"
"1549","NUP133"
"1550","ABCB10"
"1551","TAF5L"
"1552","URB2"
"1553","RP11-552D4.1"
"1554","GALNT2"
"1555","COG2"
"1556","C1orf198"
"1557","TTC13"
"1558","ARV1"
"1559","FAM89A"
"1560","C1orf131"
"1561","GNPAT"
"1562","EXOC8"
"1563","SPRTN"
"1564","EGLN1"
"1565","RP11-295G20.2"
"1566","TSNAX"
"1567","LINC00582"
"1568","DISC1"
"1569","SIPA1L2"
"1570","MAP10"
"1571","NTPCR"
"1572","PCNXL2"
"1573","RP5-862P8.2"
"1574","SLC35F3"
"1575","RP5-827C21.6"
"1576","RP5-827C21.4"
"1577","COA6"
"1578","TARBP1"
"1579","IRF2BP2"
"1580","RP4-781K5.2"
"1581","RP11-443B7.1"
"1582","RP11-443B7.3"
"1583","RP4-597N16.4"
"1584","TOMM20"
"1585","RBM34"
"1586","ARID4B"
"1587","GGPS1"
"1588","TBCE"
"1589","B3GALNT2"
"1590","LYST"
"1591","NID1"
"1592","GPR137B"
"1593","ERO1B"
"1594","EDARADD"
"1595","LGALS8"
"1596","LGALS8-AS1"
"1597","RP11-385F5.5"
"1598","RP11-385F5.4"
"1599","HEATR1"
"1600","MTR"
"1601","RP11-177F15.1"
"1602","RP11-544D21.2"
"1603","CHRM3"
"1604","CHRM3-AS2"
"1605","GREM2"
"1606","RGS7"
"1607","RP11-527D7.1"
"1608","FH"
"1609","KMO"
"1610","OPN3"
"1611","CHML"
"1612","WDR64"
"1613","EXO1"
"1614","CEP170"
"1615","SDCCAG8"
"1616","AKT3"
"1617","ZBTB18"
"1618","RP11-518L10.5"
"1619","ADSS"
"1620","C1orf101"
"1621","DESI2"
"1622","COX20"
"1623","HNRNPU-AS1"
"1624","HNRNPU"
"1625","RP11-11N7.4"
"1626","RP11-156E8.1"
"1627","EFCAB2"
"1628","KIF26B"
"1629","SMYD3"
"1630","TFB2M"
"1631","CNST"
"1632","RP11-439E19.9"
"1633","SCCPDH"
"1634","AHCTF1"
"1635","ZNF695"
"1636","ZNF670"
"1637","ZNF669"
"1638","ZNF124"
"1639","RP11-488L18.10"
"1640","RP11-488L18.8"
"1641","ZNF496"
"1642","NLRP3"
"1643","GCSAML"
"1644","GCSAML-AS1"
"1645","TRIM58"
"1646","SH3BP5L"
"1647","ZNF672"
"1648","ZNF692"
"1649","PGBD2"
"1650","SH3YL1"
"1651","ACP1"
"1652","FAM150B"
"1653","TMEM18"
"1654","PXDN"
"1655","MYT1L"
"1656","TSSC1"
"1657","TRAPPC12"
"1658","TRAPPC12-AS1"
"1659","ADI1"
"1660","AC142528.1"
"1661","AC108488.4"
"1662","RNASEH1"
"1663","RNASEH1-AS1"
"1664","RPS7"
"1665","CMPK2"
"1666","RSAD2"
"1667","RNF144A"
"1668","AC092580.3"
"1669","AC092580.4"
"1670","LINC00299"
"1671","AC011747.4"
"1672","ID2"
"1673","RP11-434B12.1"
"1674","KIDINS220"
"1675","MBOAT2"
"1676","ASAP2"
"1677","ITGB1BP1"
"1678","CPSF3"
"1679","IAH1"
"1680","ADAM17"
"1681","RP11-214N9.1"
"1682","YWHAQ"
"1683","TAF1B"
"1684","RP11-95D17.1"
"1685","GRHL1"
"1686","RP11-254F7.2"
"1687","KLF11"
"1688","RP11-254F7.4"
"1689","RRM2"
"1690","C2orf48"
"1691","HPCAL1"
"1692","ODC1"
"1693","RP11-320M2.1"
"1694","NOL10"
"1695","RN7SL832P"
"1696","ATP6V1C2"
"1697","RP11-791G15.2"
"1698","PDIA6"
"1699","PQLC3"
"1700","ROCK2"
"1701","LINC00570"
"1702","E2F6"
"1703","LPIN1"
"1704","MIR3681HG"
"1705","TRIB2"
"1706","NBAS"
"1707","DDX1"
"1708","MYCN"
"1709","FAM49A"
"1710","SMC6"
"1711","GEN1"
"1712","RDH14"
"1713","LINC00954"
"1714","TTC32"
"1715","RP11-79O8.1"
"1716","WDR35"
"1717","LAPTM4A"
"1718","SDC1"
"1719","PUM2"
"1720","RHOB"
"1721","HS1BP3"
"1722","GDF7"
"1723","RP11-130L8.1"
"1724","LDAH"
"1725","KLHL29"
"1726","ATAD2B"
"1727","UBXN2A"
"1728","MFSD2B"
"1729","C2orf44"
"1730","FKBP1B"
"1731","SF3B6"
"1732","FAM228B"
"1733","TP53I3"
"1734","PFN4"
"1735","ITSN2"
"1736","NCOA1"
"1737","PTRHD1"
"1738","CENPO"
"1739","ADCY3"
"1740","DNAJC27"
"1741","DNAJC27-AS1"
"1742","EFR3B"
"1743","POMC"
"1744","DNMT3A"
"1745","DTNB"
"1746","AC104699.1"
"1747","ASXL2"
"1748","KIF3C"
"1749","RAB10"
"1750","GAREM2"
"1751","HADHA"
"1752","HADHB"
"1753","ADGRF3"
"1754","EPT1"
"1755","DRC1"
"1756","SLC35F6"
"1757","CENPA"
"1758","MAPRE3"
"1759","TMEM214"
"1760","AGBL5"
"1761","RP11-195B17.1"
"1762","OST4"
"1763","EMILIN1"
"1764","KHK"
"1765","CGREF1"
"1766","ABHD1"
"1767","PREB"
"1768","SLC5A6"
"1769","ATRAID"
"1770","CAD"
"1771","UCN"
"1772","MPV17"
"1773","GTF3C2"
"1774","GTF3C2-AS1"
"1775","AC074117.10"
"1776","EIF2B4"
"1777","SNX17"
"1778","ZNF513"
"1779","PPM1G"
"1780","NRBP1"
"1781","KRTCAP3"
"1782","IFT172"
"1783","ZNF512"
"1784","CCDC121"
"1785","GPN1"
"1786","SUPT7L"
"1787","SLC4A1AP"
"1788","MRPL33"
"1789","RBKS"
"1790","BRE"
"1791","FOSL2"
"1792","RP11-373D23.3"
"1793","PLB1"
"1794","AC097724.3"
"1795","PPP1CB"
"1796","SPDYA"
"1797","TRMT61B"
"1798","WDR43"
"1799","FAM179A"
"1800","CLIP4"
"1801","YPEL5"
"1802","LBH"
"1803","LCLAT1"
"1804","GALNT14"
"1805","CAPN14"
"1806","EHD3"
"1807","RP11-1057B6.1"
"1808","MEMO1"
"1809","DPY30"
"1810","CTC-336P14.1"
"1811","SPAST"
"1812","RP11-563N4.1"
"1813","SLC30A6"
"1814","NLRC4"
"1815","YIPF4"
"1816","AL133245.2"
"1817","BIRC6"
"1818","TTC27"
"1819","LTBP1"
"1820","RASGRP3"
"1821","FAM98A"
"1822","CRIM1"
"1823","FEZ2"
"1824","VIT"
"1825","STRN"
"1826","HEATR5B"
"1827","GPATCH11"
"1828","EIF2AK2"
"1829","CEBPZOS"
"1830","CEBPZ"
"1831","NDUFAF7"
"1832","PRKD3"
"1833","QPCT"
"1834","AC006369.2"
"1835","CDC42EP3"
"1836","LINC00211"
"1837","RMDN2"
"1838","CYP1B1"
"1839","CYP1B1-AS1"
"1840","ATL2"
"1841","HNRNPLL"
"1842","GALM"
"1843","SRSF7"
"1844","GEMIN6"
"1845","DHX57"
"1846","MORN2"
"1847","RP11-173C1.1"
"1848","SOS1"
"1849","MAP4K3"
"1850","AC007246.3"
"1851","THUMPD2"
"1852","SLC8A1-AS1"
"1853","SLC8A1"
"1854","EML4"
"1855","COX7A2L"
"1856","MTA3"
"1857","OXER1"
"1858","HAAO"
"1859","AC093609.1"
"1860","ZFP36L2"
"1861","LINC01126"
"1862","AC010883.5"
"1863","THADA"
"1864","PLEKHH2"
"1865","C1GALT1C1L"
"1866","DYNC2LI1"
"1867","LRPPRC"
"1868","RP11-559M23.1"
"1869","PPM1B"
"1870","SLC3A1"
"1871","PREPL"
"1872","CAMKMT"
"1873","SRBD1"
"1874","PRKCE"
"1875","EPAS1"
"1876","ATP6V1E2"
"1877","RHOQ"
"1878","PIGF"
"1879","CRIPT"
"1880","SOCS5"
"1881","RP11-333I13.1"
"1882","MCFD2"
"1883","TTC7A"
"1884","AC073283.7"
"1885","CALM2"
"1886","BCYRN1"
"1887","EPCAM"
"1888","MSH2"
"1889","KCNK12"
"1890","MSH6"
"1891","FBXO11"
"1892","AC079807.2"
"1893","FOXN2"
"1894","RP11-191L17.1"
"1895","PPP1R21"
"1896","STON1"
"1897","ASB3"
"1898","CHAC2"
"1899","ERLEC1"
"1900","PSME4"
"1901","ACYP2"
"1902","RP11-477N3.1"
"1903","SPTBN1"
"1904","EML6"
"1905","RTN4"
"1906","CLHC1"
"1907","RPS27A"
"1908","MTIF2"
"1909","AC012358.8"
"1910","CCDC88A"
"1911","CFAP36"
"1912","PPP4R3B"
"1913","RP11-554J4.1"
"1914","PNPT1"
"1915","VRK2"
"1916","FANCL"
"1917","RP11-334G22.1"
"1918","LINC01122"
"1919","AC007381.3"
"1920","MIR4432HG"
"1921","BCL11A"
"1922","PAPOLG"
"1923","REL"
"1924","PUS10"
"1925","PEX13"
"1926","KIAA1841"
"1927","C2orf74"
"1928","AHSA2"
"1929","USP34"
"1930","RP11-355B11.2"
"1931","XPO1"
"1932","FAM161A"
"1933","CCT4"
"1934","AC107081.5"
"1935","COMMD1"
"1936","B3GNT2"
"1937","AC093159.1"
"1938","TMEM17"
"1939","EHBP1"
"1940","AC009501.4"
"1941","WDPCP"
"1942","MDH1"
"1943","UGP2"
"1944","VPS54"
"1945","PELI1"
"1946","AC074289.1"
"1947","LGALSL"
"1948","RP11-568N6.1"
"1949","AFTPH"
"1950","SERTAD2"
"1951","AC007880.1"
"1952","AC007386.2"
"1953","SLC1A4"
"1954","AC007386.4"
"1955","CEP68"
"1956","RAB1A"
"1957","ACTR2"
"1958","SPRED2"
"1959","MEIS1"
"1960","ETAA1"
"1961","C1D"
"1962","WDR92"
"1963","PNO1"
"1964","PPP3R1"
"1965","RP11-474G23.2"
"1966","RP11-474G23.3"
"1967","CNRIP1"
"1968","PLEK"
"1969","FBXO48"
"1970","APLF"
"1971","ARHGAP25"
"1972","AC097495.2"
"1973","GFPT1"
"1974","NFU1"
"1975","AAK1"
"1976","ANXA4"
"1977","GMCL1"
"1978","SNRNP27"
"1979","MXD1"
"1980","ASPRV1"
"1981","PCBP1"
"1982","AC016700.5"
"1983","C2orf42"
"1984","TIA1"
"1985","PCYOX1"
"1986","SNRPG"
"1987","FAM136A"
"1988","TGFA"
"1989","ADD2"
"1990","CLEC4F"
"1991","ATP6V1B1"
"1992","TEX261"
"1993","NAGK"
"1994","RP11-467P9.1"
"1995","MCEE"
"1996","MPHOSPH10"
"1997","PAIP2B"
"1998","ZNF638"
"1999","DYSF"
"2000","EXOC6B"
"2001","SPR"
"2002","SFXN5"
"2003","RAB11FIP5"
"2004","SMYD5"
"2005","PRADC1"
"2006","CCT7"
"2007","FBXO41"
"2008","ALMS1"
"2009","TPRKB"
"2010","DUSP11"
"2011","STAMBP"
"2012","DGUOK"
"2013","DGUOK-AS1"
"2014","TET3"
"2015","BOLA3"
"2016","BOLA3-AS1"
"2017","MOB1A"
"2018","RP11-287D1.2"
"2019","MTHFD2"
"2020","SLC4A5"
"2021","DCTN1"
"2022","C2orf81"
"2023","WDR54"
"2024","RTKN"
"2025","INO80B"
"2026","WBP1"
"2027","MOGS"
"2028","MRPL53"
"2029","CCDC142"
"2030","TTC31"
"2031","LBX2-AS1"
"2032","PCGF1"
"2033","AUP1"
"2034","HTRA2"
"2035","LOXL3"
"2036","DOK1"
"2037","M1AP"
"2038","SEMA4F"
"2039","RP11-259N19.1"
"2040","HK2"
"2041","POLE4"
"2042","EVA1A"
"2043","MRPL19"
"2044","GCFC2"
"2045","RP11-342K6.1"
"2046","SUCLG1"
"2047","DNAH6"
"2048","TRABD2A"
"2049","TMSB10"
"2050","KCMF1"
"2051","TCF7L1"
"2052","TGOLN2"
"2053","RETSAT"
"2054","ELMOD3"
"2055","CAPG"
"2056","MAT2A"
"2057","GGCX"
"2058","VAMP8"
"2059","VAMP5"
"2060","RNF181"
"2061","TMEM150A"
"2062","USP39"
"2063","C2orf68"
"2064","GNLY"
"2065","ATOH8"
"2066","ST3GAL5"
"2067","POLR1A"
"2068","PTCD3"
"2069","IMMT"
"2070","RP11-301O19.1"
"2071","MRPL35"
"2072","REEP1"
"2073","KDM3A"
"2074","CHMP3"
"2075","RNF103"
"2076","RMND5A"
"2077","CD8A"
"2078","CD8B"
"2079","PLGLB1"
"2080","AC133644.2"
"2081","LINC00152"
"2082","RP11-1399P15.1"
"2083","KRCC1"
"2084","THNSL2"
"2085","EIF2AK3"
"2086","AC062029.1"
"2087","RPIA"
"2088","IGKC"
"2089","IGKV1-12"
"2090","IGKV1-8"
"2091","IGKV4-1"
"2092","IGKV1-5"
"2093","IGKV3-11"
"2094","IGKV3-15"
"2095","IGKV1-16"
"2096","IGKV3-20"
"2097","IGKV1-39"
"2098","IGKV3D-20"
"2099","MAL"
"2100","MRPS5"
"2101","ZNF514"
"2102","ZNF2"
"2103","FAHD2A"
"2104","RP11-440D17.3"
"2105","LINC00342"
"2106","ANKRD36C"
"2107","GPAT2"
"2108","DUSP2"
"2109","STARD7"
"2110","TMEM127"
"2111","CIAO1"
"2112","SNRNP200"
"2113","AC021188.4"
"2114","ITPRIPL1"
"2115","NCAPH"
"2116","ARID5A"
"2117","KANSL3"
"2118","LMAN2L"
"2119","CNNM4"
"2120","RP11-353K11.1"
"2121","CNNM3"
"2122","ANKRD23"
"2123","ANKRD39"
"2124","SEMA4C"
"2125","FAM178B"
"2126","FAHD2B"
"2127","ANKRD36"
"2128","AC159540.1"
"2129","ANKRD36B"
"2130","COX5B"
"2131","ACTR1B"
"2132","LINC01125"
"2133","ZAP70"
"2134","TMEM131"
"2135","INPP4A"
"2136","COA5"
"2137","UNC50"
"2138","MGAT4A"
"2139","AC109826.1"
"2140","KIAA1211L"
"2141","TSGA10"
"2142","C2orf15"
"2143","LIPT1"
"2144","RP11-38C17.1"
"2145","MITD1"
"2146","MRPL30"
"2147","LYG2"
"2148","LYG1"
"2149","TXNDC9"
"2150","EIF5B"
"2151","REV1"
"2152","AFF3"
"2153","CHST10"
"2154","PDCL3"
"2155","NPAS2"
"2156","RPL31"
"2157","TBC1D8"
"2158","RP11-299H21.1"
"2159","CNOT11"
"2160","RNF149"
"2161","RFX8"
"2162","MAP4K4"
"2163","LINC01127"
"2164","IL1R2"
"2165","IL1R1"
"2166","IL18R1"
"2167","IL18RAP"
"2168","MFSD9"
"2169","TMEM182"
"2170","MRPS9"
"2171","AC104655.3"
"2172","RP11-332H14.1"
"2173","TGFBRAP1"
"2174","AC012360.4"
"2175","RP11-332H14.2"
"2176","C2orf49"
"2177","FHL2"
"2178","NCK2"
"2179","AC009505.2"
"2180","C2orf40"
"2181","UXS1"
"2182","ST6GAL2"
"2183","SULT1C4"
"2184","GCC2"
"2185","LIMS1"
"2186","RANBP2"
"2187","CCDC138"
"2188","EDAR"
"2189","SH3RF3"
"2190","SEPT10"
"2191","SOWAHC"
"2192","RGPD5"
"2193","MALL"
"2194","NPHP1"
"2195","LINC00116"
"2196","BUB1"
"2197","BCL2L11"
"2198","MIR4435-2HG"
"2199","RP11-181E10.3"
"2200","RP11-803D5.4"
"2201","AC017002.1"
"2202","ANAPC1"
"2203","MERTK"
"2204","TMEM87B"
"2205","FBLN7"
"2206","ZC3H8"
"2207","ZC3H6"
"2208","RGPD8"
"2209","TTL"
"2210","POLR1B"
"2211","CHCHD5"
"2212","AC079922.3"
"2213","SLC20A1"
"2214","NT5DC4"
"2215","CKAP2L"
"2216","IL1B"
"2217","IL1RN"
"2218","PSD4"
"2219","AC016683.5"
"2220","PAX8"
"2221","RP11-65I12.1"
"2222","RP11-480C16.1"
"2223","CBWD2"
"2224","RABL2A"
"2225","SLC35F5"
"2226","RP11-141B14.1"
"2227","ACTR3"
"2228","LINC01191"
"2229","DDX18"
"2230","AC009404.2"
"2231","CCDC93"
"2232","INSIG2"
"2233","AC093901.1"
"2234","MARCO"
"2235","STEAP3"
"2236","C2orf76"
"2237","DBI"
"2238","TMEM177"
"2239","PTPN4"
"2240","EPB41L5"
"2241","TMEM185B"
"2242","RALB"
"2243","TFCP2L1"
"2244","CLASP1"
"2245","NIFK-AS1"
"2246","NIFK"
"2247","TSN"
"2248","GYPC"
"2249","BIN1"
"2250","ERCC3"
"2251","MAP3K2"
"2252","AC068282.3"
"2253","PROC"
"2254","IWS1"
"2255","MYO7B"
"2256","LIMS2"
"2257","WDR33"
"2258","SFT2D3"
"2259","POLR2D"
"2260","AMMECR1L"
"2261","RP11-395A13.2"
"2262","SAP130"
"2263","UGGT1"
"2264","HS6ST1"
"2265","SMPD4"
"2266","MZT2B"
"2267","CCDC115"
"2268","IMP4"
"2269","PTPN18"
"2270","TISP43"
"2271","ARHGEF4"
"2272","FAM168B"
"2273","PLEKHB2"
"2274","MZT2A"
"2275","C2orf27B"
"2276","MGAT5"
"2277","TMEM163"
"2278","CCNT2-AS1"
"2279","CCNT2"
"2280","RAB3GAP1"
"2281","ZRANB3"
"2282","R3HDM1"
"2283","UBXN4"
"2284","AC011893.3"
"2285","MCM6"
"2286","DARS"
"2287","DARS-AS1"
"2288","CXCR4"
"2289","HNMT"
"2290","AC097721.2"
"2291","SPOPL"
"2292","RP11-231E19.1"
"2293","AC092620.3"
"2294","KYNU"
"2295","ARHGAP15"
"2296","GTDC1"
"2297","ZEB2"
"2298","ZEB2-AS1"
"2299","ACVR2A"
"2300","ORC4"
"2301","MBD5"
"2302","EPC2"
"2303","KIF5C"
"2304","LYPD6B"
"2305","MMADHC"
"2306","RBM43"
"2307","NMI"
"2308","TNFAIP6"
"2309","RIF1"
"2310","NEB"
"2311","ARL5A"
"2312","CACNB4"
"2313","STAM2"
"2314","FMNL2"
"2315","PRPF40A"
"2316","ARL6IP6"
"2317","RPRM"
"2318","NR4A2"
"2319","GPD2"
"2320","GALNT5"
"2321","ERMN"
"2322","CYTIP"
"2323","ACVR1C"
"2324","ACVR1"
"2325","RP11-546J1.1"
"2326","PKP4"
"2327","DAPL1"
"2328","TANC1"
"2329","WDSUB1"
"2330","BAZ2B"
"2331","AC009506.1"
"2332","AC009961.3"
"2333","MARCH7"
"2334","CD302"
"2335","LY75"
"2336","RBMS1"
"2337","TANK"
"2338","AC009299.2"
"2339","AC009299.3"
"2340","PSMD14"
"2341","SLC4A10"
"2342","DPP4"
"2343","IFIH1"
"2344","GCA"
"2345","COBLL1"
"2346","SLC38A11"
"2347","SCN3A"
"2348","GALNT3"
"2349","AC009495.2"
"2350","TTC21B"
"2351","SCN9A"
"2352","XIRP2"
"2353","STK39"
"2354","CERS6"
"2355","NOSTRIN"
"2356","SPC25"
"2357","DHRS9"
"2358","BBS5"
"2359","FASTKD1"
"2360","PPIG"
"2361","CCDC173"
"2362","PHOSPHO2"
"2363","KLHL23"
"2364","SSB"
"2365","METTL5"
"2366","UBR3"
"2367","MYO3B"
"2368","GAD1"
"2369","GORASP2"
"2370","TLK1"
"2371","METTL8"
"2372","DCAF17"
"2373","CYBRD1"
"2374","DYNC1I2"
"2375","SLC25A12"
"2376","HAT1"
"2377","METAP1D"
"2378","ITGA6"
"2379","AC078883.3"
"2380","AC093818.1"
"2381","PDK1"
"2382","AC013461.1"
"2383","CDCA7"
"2384","SP3"
"2385","OLA1"
"2386","CIR1"
"2387","SCRN3"
"2388","GPR155"
"2389","AC010894.3"
"2390","WIPF1"
"2391","CHRNA1"
"2392","CHN1"
"2393","ATF2"
"2394","ATP5G3"
"2395","KIAA1715"
"2396","MTX2"
"2397","LINC01116"
"2398","HNRNPA3"
"2399","NFE2L2"
"2400","AC079305.10"
"2401","AGPS"
"2402","TTC30B"
"2403","TTC30A"
"2404","RBM45"
"2405","AC009948.5"
"2406","PRKRA"
"2407","DFNB59"
"2408","FKBP7"
"2409","PLEKHA3"
"2410","TTN-AS1"
"2411","TTN"
"2412","RP11-65L3.4"
"2413","RP11-65L3.2"
"2414","RP11-171I2.5"
"2415","RP11-171I2.2"
"2416","CCDC141"
"2417","SESTD1"
"2418","CWC22"
"2419","UBE2E3"
"2420","AC104820.2"
"2421","ITGA4"
"2422","CERKL"
"2423","RP11-366L5.1"
"2424","SSFA2"
"2425","DNAJC10"
"2426","NCKAP1"
"2427","DUSP19"
"2428","NUP35"
"2429","RP11-438L19.1"
"2430","ZNF804A"
"2431","FSIP2"
"2432","FSIP2-AS1"
"2433","LINC01473"
"2434","RP11-410E4.1"
"2435","ZC3H15"
"2436","ITGAV"
"2437","FAM171B"
"2438","CALCRL"
"2439","TFPI"
"2440","COL5A2"
"2441","WDR75"
"2442","SLC40A1"
"2443","ASNSD1"
"2444","ANKAR"
"2445","OSGEPL1"
"2446","OSGEPL1-AS1"
"2447","RP11-455J20.3"
"2448","ORMDL1"
"2449","PMS1"
"2450","C2orf88"
"2451","HIBCH"
"2452","INPP1"
"2453","MFSD6"
"2454","RP11-647K16.1"
"2455","NEMP2"
"2456","AC093388.3"
"2457","NAB1"
"2458","GLS"
"2459","STAT1"
"2460","STAT4"
"2461","MYO1B"
"2462","NABP1"
"2463","SDPR"
"2464","AC064834.2"
"2465","SLC39A10"
"2466","STK17B"
"2467","RP11-347P5.1"
"2468","HECW2"
"2469","AC020571.3"
"2470","CCDC150"
"2471","GTF3C3"
"2472","PGAP1"
"2473","ANKRD44"
"2474","AC013264.2"
"2475","AC010746.3"
"2476","SF3B1"
"2477","COQ10B"
"2478","HSPD1"
"2479","HSPE1"
"2480","MOB4"
"2481","MARS2"
"2482","PLCL1"
"2483","FTCDNL1"
"2484","C2orf69"
"2485","TYW5"
"2486","C2orf47"
"2487","SPATS2L"
"2488","KCTD18"
"2489","SGOL2"
"2490","BZW1"
"2491","CLK1"
"2492","PPIL3"
"2493","NIF3L1"
"2494","ORC2"
"2495","AC005037.3"
"2496","FAM126B"
"2497","NDUFB3"
"2498","RP11-13J8.1"
"2499","CFLAR"
"2500","CFLAR-AS1"
"2501","CASP10"
"2502","CASP8"
"2503","ALS2CR12"
"2504","TRAK2"
"2505","STRADB"
"2506","TMEM237"
"2507","ALS2"
"2508","FZD7"
"2509","AC079354.5"
"2510","SUMO1"
"2511","NOP58"
"2512","RP11-686O6.1"
"2513","RP11-686O6.2"
"2514","BMPR2"
"2515","FAM117B"
"2516","ICA1L"
"2517","WDR12"
"2518","CARF"
"2519","NBEAL1"
"2520","CYP20A1"
"2521","ABI2"
"2522","RAPH1"
"2523","CD28"
"2524","CTLA4"
"2525","ICOS"
"2526","PARD3B"
